comname,year,1,2,3,4,5,6,7,8,9,10,>10
butterfish,1997,0.04503217158176944,0.08819718309859155,0.12853333333333333,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,1998,0.05364563106796117,0.08269662921348316,0.1288421052631579,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,1999,0.04152795031055901,0.09046153846153847,0.10991666666666668,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,2000,0.061655518394648834,0.08246666666666667,0.10755555555555556,0.15266666666666667,NA,NA,NA,NA,NA,NA,NA
butterfish,2001,0.03938842975206612,0.07879041916167664,0.12766666666666668,NA,NA,NA,NA,NA,NA,NA,NA
butterfish,2002,0.0468743961352657,0.08323076923076923,0.11976785714285715,0.1366,NA,NA,NA,NA,NA,NA,NA
butterfish,2003,0.047306818181818186,0.0704,0.10517857142857143,0.123125,0.164,NA,NA,NA,NA,NA,NA
butterfish,2004,0.03167857142857143,0.06802941176470588,0.1155,0.13,NA,NA,NA,NA,NA,NA,NA
butterfish,2005,0.0370421052631579,0.06026666666666667,0.09162068965517242,0.10963636363636364,0.0975,NA,NA,NA,NA,NA,NA
butterfish,2006,0.04669565217391305,0.083,0.10245833333333333,0.13877777777777778,NA,NA,NA,NA,NA,NA,NA
butterfish,2007,0.03924649859943978,0.07689411764705882,0.12096774193548387,0.15375,NA,NA,NA,NA,NA,NA,NA
butterfish,2008,0.03748319327731093,0.07664935064935065,0.11677777777777779,0.12233333333333334,NA,NA,NA,NA,NA,NA,NA
butterfish,2009,0.04301995012468828,0.07711904761904761,0.09530232558139536,0.11800000000000001,0.17,NA,NA,NA,NA,NA,NA
butterfish,2010,0.04197940074906367,0.07123972602739727,0.09421153846153846,0.10800000000000001,0.122,NA,NA,NA,NA,NA,NA
butterfish,2011,0.038901639344262294,0.07867785234899329,0.09867391304347826,0.1158,0.135,NA,NA,NA,NA,NA,NA
butterfish,2012,0.04228951747088187,0.08071739130434782,0.10657142857142858,0.11845833333333335,0.14500000000000002,NA,NA,NA,NA,NA,NA
butterfish,2013,0.04993230769230769,0.0891,0.09677333333333334,0.108625,0.158,0.14800000000000002,NA,NA,NA,NA,NA
butterfish,2014,0.057545454545454545,0.09767289719626168,0.12248076923076924,0.13325,0.12266666666666667,NA,NA,NA,NA,NA,NA
butterfish,2015,0.05230591259640103,0.08528636363636365,0.12565957446808512,0.137,NA,0.227,NA,NA,NA,NA,NA
butterfish,2016,0.05092873051224944,0.08981182795698925,0.10862820512820513,0.077,NA,NA,NA,NA,NA,NA,NA
butterfish,2017,0.030653333333333335,0.08005072463768116,0.10698529411764707,0.14400000000000002,0.17400000000000002,NA,NA,NA,NA,NA,NA
butterfish,2018,0.053022099447513814,0.1018728323699422,0.11913043478260871,0.14025,0.15850000000000003,NA,NA,NA,NA,NA,NA
butterfish,2019,0.049080000000000006,0.09849315068493152,0.130943661971831,0.15544444444444444,0.17500000000000002,NA,NA,NA,NA,NA,NA
haddock,1992,0.25040625,0.799,1.6276666666666666,2.0092307692307694,1.98732,2.44,3.0085714285714285,3.4966666666666666,3.2633333333333336,NA,NA
haddock,1993,0.2918839285714286,0.7290708661417323,1.2844878048780488,1.8432857142857144,2.15625,2.6966363636363635,3.1220000000000003,3.2,4,NA,NA
haddock,1994,0.21188636363636365,0.6304508196721311,1.2476315789473684,1.59705,2.2064444444444447,2.10275,2.5991500000000003,2.8600000000000003,3.0633333333333335,NA,3.365
haddock,1995,0.25120535714285713,0.6212275449101796,1.1079354838709679,1.6944603174603174,2.12,2.5191666666666666,2.601142857142857,3.371230769230769,3.7975000000000003,4,4.183333333333334
haddock,1996,0.2798333333333333,0.5684301075268817,1.004741463414634,1.5853958333333333,2.15211320754717,2.29575,2.9314285714285715,2.5500000000000003,3.0508333333333333,2.8693333333333335,2.775
haddock,1997,0.18982857142857143,0.6749852941176471,0.9908170731707318,1.4534900662251655,2.077086956521739,2.73941935483871,2.3565,3.305,2.8899999999999997,3.63,3.705
haddock,1998,0.24324827586206899,0.6884552238805971,1.1619538461538461,1.46947,2.019753623188406,2.2299285714285713,3.255714285714286,4.165,NA,4.22,3.5
haddock,1999,0.16300673400673402,0.5071323529411765,1.0855220125786165,1.7583220338983052,1.77176,2.079017543859649,2.2944074074074075,2.7375238095238097,3.1174285714285714,3.63,3.3200000000000003
haddock,2000,0.18949285714285716,0.591536496350365,1.0247157894736842,1.5330175438596492,1.9754354838709678,2.1385744680851064,2.6601578947368423,2.9514,3.3566666666666665,3.33,3.244
haddock,2001,0.194199203187251,0.593744966442953,0.9646076696165192,1.418593023255814,2.009842857142857,2.133457142857143,2.83475,2.4751875,2.549714285714286,3.5010000000000003,3.882
haddock,2002,0.18487640449438203,0.48240236686390536,0.767738888888889,1.1584151515151515,1.5113333333333334,1.8870540540540541,2.419677419354839,1.843590909090909,2.758714285714286,2.529,2.0580000000000003
haddock,2003,0.11532142857142857,0.3983918918918919,0.8151752136752137,0.978939393939394,1.4122376811594204,1.7382439024390244,2.351757575757576,2.8017777777777777,2.0705454545454547,2.8865714285714286,2.568375
haddock,2004,0.14018340611353713,0.4152857142857143,0.6485897435897436,1.1061280653950953,1.1381714285714286,1.5952824074074075,1.6662692307692308,2.0948387096774193,2.471142857142857,2.758,2.5462857142857143
haddock,2005,0.09524489795918367,0.3190241327300151,0.6813636363636364,0.8909016393442624,1.3285681063122925,1.4230289855072464,1.6674466666666667,2.1153529411764707,1.9404444444444446,3.512,4.197333333333333
haddock,2006,0.13876243093922652,0.27393617021276595,0.5993480825958702,0.720529411764706,1.335391304347826,1.4764322580645162,1.3751041666666668,1.6914909090909092,1.9874166666666668,2.2922000000000002,2.2495000000000003
haddock,2007,0.14456451612903226,0.35656338028169016,0.5676969696969697,0.8321805970149254,1.2501111111111112,1.2311052631578947,1.5012089552238808,1.3397333333333334,1.6367142857142858,2.9125,1.9340000000000002
